日期,銷售方式,訂單來源,是否首次交易,客戶編號,客戶類別,國家,員工編號,部門,產品編號,產品類別,產品名稱,單價,成本,數量,營收,總成本,毛利,客訴
2022/1/17,直銷,會員回購,N,5,企業用戶,亞洲,345,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 6 ," $9,000 "," $7,200 "," $1,701 ",無任何客訴
2022/1/17,直銷,會員回購,N,30,企業用戶,美洲,142,業務2處,C002,配件耗材,密封圈, $300 , $170 , 1 , $300 , $170 , $108 ,無任何客訴
2022/1/17,直銷,會員回購,N,113,飯店,亞洲,345,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 5 ," $2,000 ", $250 ," $1,316 ",無任何客訴
2022/1/17,直銷,會員回購,N,33,企業用戶,美洲,455,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,436 ",無任何客訴
2022/1/24,直銷,電銷業務,Y,15,企業用戶,亞洲,158,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 36 ," $132,300 "," $32,040 "," $86,925 ",
2022/1/24,直銷,會員回購,N,55,企業用戶,大洋洲,931,業務2處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 44 ," $330,000 "," $243,320 "," $81,912 ",咖啡機停止運作
2022/1/24,直銷,會員回購,N,69,餐廳,亞洲,345,業務1處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $338 ,無任何客訴
2022/1/24,經銷,會員回購,N,174,個人消費者,亞洲,512,業務3處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 57 ," $227,430 "," $71,250 "," $135,408 ",無任何客訴
2022/1/24,直銷,會員回購,N,129,飯店,亞洲,158,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 36 ," $132,300 "," $32,040 "," $84,418 ",無任何客訴
2022/1/30,直銷,電銷業務,Y,72,餐廳,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 807 ," $209,820 "," $121,050 "," $66,755 ",
2022/1/30,直銷,會員回購,N,90,餐廳,美洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $150 ,無任何客訴
2022/1/30,直銷,會員回購,N,156,飯店,歐洲,455,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 , 943 ," $245,180 "," $141,450 "," $92,423 ",無任何客訴
2022/1/30,直銷,會員回購,N,27,企業用戶,亞洲,345,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 555 ," $1,659,450 "," $310,800 "," $1,242,106 ",無任何客訴
2022/1/30,直銷,會員回購,N,41,企業用戶,歐洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 36 ," $143,640 "," $45,000 "," $74,177 ",無任何客訴
2022/2/10,直銷,電銷業務,Y,48,企業用戶,歐洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 36 ," $143,640 "," $45,000 "," $83,054 ",無任何客訴
2022/2/10,直銷,會員回購,N,33,企業用戶,美洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 7 ," $10,500 "," $8,400 "," $1,768 ",無任何客訴
2022/2/10,直銷,會員回購,N,82,餐廳,美洲,142,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 25 ," $99,750 "," $31,250 "," $56,923 ",無任何客訴
2022/2/10,直銷,會員回購,N,74,餐廳,亞洲,158,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 25 ," $654,500 "," $325,000 "," $247,784 ",
2022/2/10,直銷,會員回購,N,115,飯店,亞洲,679,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,475 "," $7,400,250 "," $1,386,000 "," $5,214,354 ",無任何客訴
2022/2/15,直銷,官網網站,Y,97,餐廳,歐洲,931,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 2,993 "," $778,180 "," $448,950 "," $293,343 ",無任何客訴
2022/2/15,直銷,會員回購,N,115,飯店,亞洲,679,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $150 ,無任何客訴
2022/2/15,直銷,會員回購,N,99,餐廳,歐洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $159 ,無任何客訴
2022/2/15,直銷,會員回購,N,143,飯店,美洲,142,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 71 ," $260,925 "," $63,190 "," $148,696 ",無法加熱水
2022/2/15,直銷,會員回購,N,57,企業用戶,大洋洲,931,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 , 980 ," $254,800 "," $147,000 "," $90,767 ",無任何客訴
2022/2/24,直銷,電銷業務,Y,122,飯店,亞洲,679,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 65 ," $1,701,700 "," $845,000 "," $763,319 ",無任何客訴
2022/2/24,直銷,會員回購,N,6,企業用戶,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 3,165 "," $822,900 "," $474,750 "," $320,646 ",無任何客訴
2022/2/24,直銷,會員回購,N,138,飯店,美洲,455,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 54 ," $431,460 "," $137,160 "," $255,158 ",無任何客訴
2022/2/24,直銷,會員回購,N,45,企業用戶,歐洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 72 ," $1,884,960 "," $936,000 "," $778,147 ",無任何客訴
2022/3/2,直銷,電銷業務,Y,131,飯店,亞洲,158,業務1處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $328 ,
2022/3/2,直銷,會員回購,N,157,飯店,歐洲,142,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 1,607 "," $4,804,930 "," $899,920 "," $3,202,108 ",無任何客訴
2022/3/2,直銷,會員回購,N,121,飯店,亞洲,258,業務1處,C002,配件耗材,密封圈, $300 , $170 , 2 , $600 , $340 , $207 ,無任何客訴
2022/3/2,直銷,會員回購,N,128,飯店,亞洲,679,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 488 ," $1,459,120 "," $273,280 "," $985,433 ",無任何客訴
2022/3/9,直銷,電銷業務,Y,59,企業用戶,大洋洲,142,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 , 263 ," $68,380 "," $39,450 "," $26,644 ",無任何客訴
2022/3/9,直銷,會員回購,N,27,企業用戶,亞洲,345,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 18 ," $66,150 "," $16,020 "," $44,665 ",無任何客訴
2022/3/9,直銷,會員回購,N,89,餐廳,美洲,142,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,579 "," $7,711,210 "," $1,444,240 "," $4,712,761 ",無任何客訴
2022/3/9,直銷,會員回購,N,119,飯店,亞洲,258,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",無任何客訴
2022/3/20,直銷,官網網站,Y,104,餐廳,大洋洲,142,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 88 ," $2,303,840 "," $1,144,000 "," $1,033,417 ",咖啡機停止運作
2022/3/20,直銷,會員回購,N,143,飯店,美洲,142,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 8 ," $3,200 ", $400 ," $2,494 ",無任何客訴
2022/3/20,直銷,會員回購,N,125,飯店,亞洲,679,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 9 ," $3,600 ", $450 ," $2,806 ",無任何客訴
2022/3/20,經銷,會員回購,N,170,個人消費者,亞洲,512,業務3處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 1,987 "," $1,112,720 "," $496,750 "," $463,209 ",無任何客訴
2022/3/26,直銷,電銷業務,Y,26,企業用戶,亞洲,258,業務1處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 92 ," $367,080 "," $115,000 "," $206,705 ",無任何客訴
2022/3/26,經銷,合作經銷通路,Y,169,個人消費者,亞洲,512,業務3處,F002,食品原料,咖啡膠囊, $260 , $150 , 980 ," $254,800 "," $147,000 "," $81,065 ",無任何客訴
2022/3/26,直銷,會員回購,N,128,飯店,亞洲,679,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,436 ",無任何客訴
2022/3/26,直銷,會員回購,N,42,企業用戶,歐洲,931,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 2 , $800 , $100 , $558 ,
2022/3/26,直銷,會員回購,N,14,企業用戶,亞洲,158,業務1處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $359 ,包裝破損
2022/4/2,直銷,官網網站,Y,56,企業用戶,大洋洲,931,業務2處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $190 ,無任何客訴
2022/4/2,直銷,會員回購,N,14,企業用戶,亞洲,158,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 2 ," $3,000 "," $2,400 ", $520 ,無任何客訴
2022/4/2,直銷,會員回購,N,124,飯店,亞洲,345,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 10 ," $15,000 "," $12,000 "," $2,394 ",無任何客訴
2022/4/2,直銷,會員回購,N,106,餐廳,大洋洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $178 ,無任何客訴
2022/4/6,直銷,實體參展,Y,94,餐廳,歐洲,931,業務2處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $189 ,
2022/4/6,直銷,會員回購,N,1,企業用戶,亞洲,158,業務1處,C002,配件耗材,密封圈, $300 , $170 , 17 ," $5,100 "," $2,890 "," $2,101 ",
2022/4/6,直銷,會員回購,N,37,企業用戶,美洲,142,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,937 "," $503,620 "," $290,550 "," $189,845 ",無任何客訴
2022/4/6,直銷,會員回購,N,1,企業用戶,亞洲,158,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 30 ," $785,400 "," $390,000 "," $332,926 ",無任何客訴
2022/4/17,直銷,電銷業務,Y,153,飯店,歐洲,455,業務2處,F003,食品原料,美式咖啡豆, $420 , $120 ," 2,661 "," $1,117,620 "," $319,320 "," $754,393 ",無任何客訴
2022/4/17,直銷,會員回購,N,134,飯店,亞洲,258,業務1處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $166 ,無任何客訴
2022/4/17,直銷,會員回購,N,29,企業用戶,美洲,455,業務2處,C003,配件耗材,過濾器, $500 , $460 , 15 ," $7,500 "," $6,900 ", $534 ,無任何客訴
2022/4/17,直銷,會員回購,N,150,飯店,歐洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 46 ," $183,540 "," $57,500 "," $106,125 ",無任何客訴
2022/4/23,直銷,實體參展,Y,16,企業用戶,亞洲,258,業務1處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 79 ," $315,210 "," $98,750 "," $199,359 ",
2022/4/23,經銷,合作經銷通路,Y,175,個人消費者,歐洲,512,業務3處,C003,配件耗材,過濾器, $500 , $460 , 12 ," $6,000 "," $5,520 ", $360 ,無任何客訴
2022/4/23,直銷,會員回購,N,120,飯店,亞洲,258,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 1 ," $1,500 "," $1,200 ", $246 ,無任何客訴
2022/4/23,直銷,會員回購,N,80,餐廳,亞洲,258,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 72 ," $1,884,960 "," $936,000 "," $845,523 ",無任何客訴
2022/4/23,直銷,會員回購,N,134,飯店,亞洲,258,業務1處,C002,配件耗材,密封圈, $300 , $170 , 2 , $600 , $340 , $218 ,包裝破損
2022/5/13,直銷,實體參展,Y,154,飯店,歐洲,455,業務2處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $168 ,無任何客訴
2022/5/13,直銷,會員回購,N,52,企業用戶,大洋洲,142,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,901 "," $494,260 "," $285,150 "," $173,770 ",無任何客訴
2022/5/13,直銷,會員回購,N,61,餐廳,亞洲,158,業務1處,C001,配件耗材,濾紙, $120 , $30 , 115 ," $13,800 "," $3,450 "," $8,487 ",無任何客訴
2022/5/13,直銷,會員回購,N,107,餐廳,大洋洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 5 ," $19,950 "," $6,250 "," $11,535 ",無任何客訴
2022/5/27,直銷,官網網站,Y,158,飯店,大洋洲,931,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,711 ",
2022/5/27,直銷,會員回購,N,64,餐廳,亞洲,258,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $164 ,無任何客訴
2022/5/27,直銷,會員回購,N,52,企業用戶,大洋洲,142,業務2處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 67 ," $502,500 "," $370,510 "," $117,603 ",無任何客訴
2022/5/27,直銷,會員回購,N,120,飯店,亞洲,258,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 94 ," $751,060 "," $238,760 "," $487,197 ",無任何客訴
2022/5/30,直銷,實體參展,Y,145,飯店,美洲,142,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 59 ," $216,825 "," $52,510 "," $138,353 ",
2022/5/30,直銷,會員回購,N,34,企業用戶,美洲,455,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 555 ," $1,659,450 "," $310,800 "," $1,014,184 ",無任何客訴
2022/5/30,直銷,會員回購,N,84,餐廳,美洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 14 ," $21,000 "," $16,800 "," $3,351 ",無任何客訴
2022/5/30,直銷,會員回購,N,18,企業用戶,亞洲,258,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,476 ",無任何客訴
2022/6/4,直銷,實體參展,Y,86,餐廳,美洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 79 ," $315,210 "," $98,750 "," $179,878 ",
2022/6/4,經銷,會員回購,N,184,個人消費者,大洋洲,512,業務3處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 11 ," $287,980 "," $143,000 "," $118,883 ",咖啡機停止運作
2022/6/4,經銷,會員回購,N,179,個人消費者,美洲,512,業務3處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 37 ," $135,975 "," $32,930 "," $94,904 ",無任何客訴
2022/6/4,直銷,會員回購,N,148,飯店,歐洲,931,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 89 ," $327,075 "," $79,210 "," $205,975 ",無任何客訴
2022/6/11,直銷,實體參展,Y,139,飯店,美洲,455,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,475 "," $7,400,250 "," $1,386,000 "," $5,719,551 ",無任何客訴
2022/6/11,直銷,會員回購,N,95,餐廳,歐洲,931,業務2處,C003,配件耗材,過濾器, $500 , $460 , 15 ," $7,500 "," $6,900 ", $534 ,
2022/6/11,直銷,會員回購,N,43,企業用戶,歐洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 3 ," $78,540 "," $39,000 "," $32,857 ",無任何客訴
2022/6/11,直銷,會員回購,N,159,飯店,大洋洲,455,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 58 ," $463,420 "," $147,320 "," $281,645 ",無法加熱水
2022/6/25,直銷,實體參展,Y,132,飯店,亞洲,258,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 980 ," $254,800 "," $147,000 "," $89,581 ",
2022/6/25,直銷,會員回購,N,92,餐廳,美洲,142,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 488 ," $1,459,120 "," $273,280 "," $1,028,123 ",無任何客訴
2022/6/25,直銷,會員回購,N,88,餐廳,美洲,455,業務2處,C001,配件耗材,濾紙, $120 , $30 , 982 ," $117,840 "," $29,460 "," $72,471 ",
2022/6/25,直銷,會員回購,N,28,企業用戶,亞洲,345,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 12 ," $314,160 "," $156,000 "," $145,665 ",咖啡機停止運作
2022/7/3,直銷,官網網站,Y,39,企業用戶,美洲,142,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 16 ," $127,840 "," $40,640 "," $73,422 ",無任何客訴
2022/7/3,直銷,會員回購,N,31,企業用戶,美洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 12 ," $18,000 "," $14,400 "," $2,707 ",
2022/7/3,直銷,會員回購,N,5,企業用戶,亞洲,345,業務1處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,434 "," $1,363,040 "," $608,500 "," $602,122 ",
2022/7/3,直銷,會員回購,N,32,企業用戶,美洲,455,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,476 ",無任何客訴
2022/7/10,直銷,實體參展,Y,65,餐廳,亞洲,345,業務1處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 12 ," $90,000 "," $66,360 "," $18,864 ",
2022/7/10,直銷,會員回購,N,130,飯店,亞洲,158,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 3 ," $4,500 "," $3,600 ", $757 ,
2022/7/10,直銷,會員回購,N,60,企業用戶,大洋洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 4 ," $6,000 "," $4,800 ", $997 ,
2022/7/10,直銷,會員回購,N,35,企業用戶,美洲,455,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 16 ," $58,800 "," $14,240 "," $37,519 ",
2022/7/13,直銷,電銷業務,Y,20,企業用戶,亞洲,158,業務1處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 1,987 "," $1,112,720 "," $496,750 "," $534,045 ",
2022/7/13,經銷,會員回購,N,182,個人消費者,美洲,512,業務3處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $319 ,無任何客訴
2022/7/13,直銷,會員回購,N,101,餐廳,歐洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $184 ,
2022/7/13,直銷,會員回購,N,12,企業用戶,亞洲,679,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 78 ," $286,650 "," $69,420 "," $173,349 ",
2022/7/21,直銷,實體參展,Y,144,飯店,美洲,142,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 98 ," $783,020 "," $248,920 "," $437,962 ",
2022/7/21,直銷,會員回購,N,32,企業用戶,美洲,455,業務2處,F003,食品原料,美式咖啡豆, $420 , $120 , 973 ," $408,660 "," $116,760 "," $268,839 ",無任何客訴
2022/7/21,直銷,會員回購,N,75,餐廳,亞洲,158,業務1處,C003,配件耗材,過濾器, $500 , $460 , 5 ," $2,500 "," $2,300 ", $190 ,
2022/7/21,直銷,會員回購,N,21,企業用戶,亞洲,345,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 5 ," $18,375 "," $4,450 "," $12,072 ",
2022/7/31,直銷,官網網站,Y,103,餐廳,歐洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,
2022/7/31,直銷,會員回購,N,77,餐廳,亞洲,258,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 11 ," $4,400 ", $550 ," $3,199 ",
2022/7/31,直銷,會員回購,N,55,企業用戶,大洋洲,931,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 , 681 ," $177,060 "," $102,150 "," $66,744 ",
2022/7/31,直銷,會員回購,N,8,企業用戶,亞洲,345,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 807 ," $209,820 "," $121,050 "," $66,755 ",
2022/8/8,直銷,電銷業務,Y,123,飯店,亞洲,258,業務1處,C003,配件耗材,過濾器, $500 , $460 , 7 ," $3,500 "," $3,220 ", $229 ,
2022/8/8,直銷,會員回購,N,21,企業用戶,亞洲,345,業務1處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 34 ," $135,660 "," $42,500 "," $77,415 ",
2022/8/8,直銷,會員回購,N,159,飯店,大洋洲,455,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 3,165 "," $822,900 "," $474,750 "," $329,001 ",
2022/8/8,直銷,會員回購,N,4,企業用戶,亞洲,258,業務1處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 2 ," $7,980 "," $2,500 "," $4,373 ",
2022/8/22,直銷,電銷業務,Y,160,飯店,大洋洲,455,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 8 ," $29,400 "," $7,120 "," $21,188 ",
2022/8/22,直銷,會員回購,N,129,飯店,亞洲,158,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 22 ," $175,780 "," $55,880 "," $113,305 ",
2022/8/22,直銷,會員回購,N,141,飯店,美洲,455,業務2處,C001,配件耗材,濾紙, $120 , $30 , 175 ," $21,000 "," $5,250 "," $14,505 ",
2022/8/22,經銷,會員回購,N,165,個人消費者,亞洲,512,業務3處,F002,食品原料,咖啡膠囊, $260 , $150 ," 2,993 "," $778,180 "," $448,950 "," $262,725 ",無任何客訴
2022/9/6,直銷,電銷業務,Y,19,企業用戶,亞洲,679,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 555 ," $1,659,450 "," $310,800 "," $1,076,222 ",
2022/9/6,直銷,會員回購,N,57,企業用戶,大洋洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 16 ," $418,880 "," $208,000 "," $158,581 ",
2022/9/6,直銷,會員回購,N,90,餐廳,美洲,142,業務2處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,659 "," $1,489,040 "," $664,750 "," $657,783 ",
2022/9/6,直銷,會員回購,N,57,企業用戶,大洋洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 5 ," $130,900 "," $65,000 "," $62,275 ",
2022/9/15,直銷,電銷業務,Y,36,企業用戶,美洲,455,業務2處,C002,配件耗材,密封圈, $300 , $170 , 1 , $300 , $170 , $103 ,
2022/9/15,直銷,會員回購,N,87,餐廳,美洲,455,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 1 , $400 , $50 , $330 ,無任何客訴
2022/9/15,直銷,會員回購,N,35,企業用戶,美洲,455,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 8 ," $3,200 ", $400 ," $2,578 ",
2022/9/15,直銷,會員回購,N,127,飯店,亞洲,679,業務1處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $311 ,
2022/9/24,直銷,電銷業務,Y,142,飯店,美洲,455,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,645 "," $427,700 "," $246,750 "," $156,883 ",
2022/9/24,直銷,會員回購,N,114,飯店,亞洲,679,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 83 ," $663,170 "," $210,820 "," $370,927 ",
2022/9/24,直銷,會員回購,N,22,企業用戶,亞洲,679,業務1處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,301 "," $1,288,560 "," $575,250 "," $584,914 ",
2022/9/24,直銷,會員回購,N,67,餐廳,亞洲,258,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 263 ," $68,380 "," $39,450 "," $23,722 ",
2022/10/9,直銷,官網網站,Y,73,餐廳,亞洲,158,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,711 ",
2022/10/9,直銷,會員回購,N,109,餐廳,大洋洲,931,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,475 "," $7,400,250 "," $1,386,000 "," $5,214,354 ",
2022/10/9,直銷,會員回購,N,33,企業用戶,美洲,455,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 32 ," $255,680 "," $81,280 "," $151,204 ",
2022/10/9,直銷,會員回購,N,114,飯店,亞洲,679,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 56 ," $1,466,080 "," $728,000 "," $679,771 ",
2022/10/15,直銷,電銷業務,Y,17,企業用戶,亞洲,258,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 8 ," $12,000 "," $9,600 "," $1,968 ",
2022/10/15,直銷,會員回購,N,116,飯店,亞洲,158,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",無任何客訴
2022/10/15,直銷,會員回購,N,8,企業用戶,亞洲,345,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",
2022/10/15,直銷,會員回購,N,101,餐廳,歐洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 12 ," $47,880 "," $15,000 "," $30,282 ",
2022/11/6,直銷,電銷業務,Y,102,餐廳,歐洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 11 ," $16,500 "," $13,200 "," $2,742 ",
2022/11/6,直銷,會員回購,N,62,餐廳,亞洲,345,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,
2022/11/6,直銷,會員回購,N,3,企業用戶,亞洲,679,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 12 ," $18,000 "," $14,400 "," $3,423 ",
2022/11/6,直銷,會員回購,N,163,飯店,大洋洲,142,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 , 980 ," $254,800 "," $147,000 "," $90,767 ",無任何客訴
2022/11/12,直銷,電銷業務,Y,2,企業用戶,亞洲,345,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 46 ," $1,204,280 "," $598,000 "," $576,572 ",
2022/11/12,直銷,會員回購,N,98,餐廳,歐洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 78 ," $311,220 "," $97,500 "," $175,250 ",無任何客訴
2022/11/12,直銷,會員回購,N,115,飯店,亞洲,679,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",
2022/11/12,直銷,會員回購,N,136,飯店,美洲,142,業務2處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $178 ,
2022/11/17,直銷,電銷業務,Y,93,餐廳,歐洲,931,業務2處,F003,食品原料,美式咖啡豆, $420 , $120 , 973 ," $408,660 "," $116,760 "," $219,508 ",
2022/11/17,直銷,會員回購,N,46,企業用戶,歐洲,455,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 1 , $400 , $50 , $294 ,
2022/11/17,直銷,會員回購,N,127,飯店,亞洲,679,業務1處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $150 ,
2022/11/17,經銷,會員回購,N,173,個人消費者,亞洲,512,業務3處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $189 ,無任何客訴
2022/11/26,直銷,會員回購,N,40,企業用戶,美洲,142,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 24 ," $191,760 "," $60,960 "," $123,606 ",
